,A,B,G
0,NC(=[NH2+])c1ccc(cc1)C(c1ccc(cc1)C(N)=[NH2+])(c1ccc(cc1)C(N)=[NH2+])c1ccc(cc1)C(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
1,NC(=[NH2+])c1ccc(cc1)C(c1ccc(cc1)C(N)=[NH2+])(c1ccc(cc1)C(N)=[NH2+])c1ccc(cc1)C(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
2,NC(=[NH2+])c1ccc(cc1)C(c1ccc(cc1)C(N)=[NH2+])(c1ccc(cc1)C(N)=[NH2+])c1ccc(cc1)C(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
3,NC(=[NH2+])c1ccc(cc1)C(c1ccc(cc1)C(N)=[NH2+])(c1ccc(cc1)C(N)=[NH2+])c1ccc(cc1)C(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
4,N[n+]1ccc(cc1)c1cc[n+](N)cc1,O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
5,N[n+]1ccc(cc1)c1cc[n+](N)cc1,O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])=C(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
6,[NH2+](C1CCCCC1)C1CCCCC1,Oc1ccc(cc1)S(=O)(=O)[O-],O
7,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O
8,Nc1[nH+]c(N)nc(N)n1,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
9,Nc1ccc(cc1)N=[NH+]c1ccccc1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],CO
10,Nc1ccc(cc1)N=[NH+]c1ccccc1,O=S(=O)([O-])c1ccccc1,[NH3+]c1ccc(cc1)N=Nc1ccccc1
11,Nc1cc[nH+]cc1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
12,[nH+]1cccc2ccc3cccnc3c12,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)S(=O)(=O)[O-])c5[O-])S(=O)(=O)[O-])c4[O-])S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
13,NC(N)=[NH2+],O=S(=O)([O-])CCCCS(=O)(=O)[O-],S1C=CC2=C1C=CS2
14,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],S1C=CC2=C1C=CS2
15,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CC2=C1C=CS2
16,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],S1C=CC=C1C1=CC=CS1
17,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1C1=CC=CS1
18,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CC=C1C1=CC=CS1
19,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CC=C1C1=CC=CS1
20,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)c1ccccc1
21,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)c1ccccc1
22,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)c1ccccc1
23,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],S1C=CC=C1C=CC1=CC=CS1
24,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],S1C=CC=C1C=CC1=CC=CS1
25,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],S1C=CC=C1C=CC1=CC=CS1
26,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CC=C1C=CC1=CC=CS1
27,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1
28,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1
29,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1
30,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccc(cc1)N=Nc1ccccc1
31,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccc(cc1)N=Nc1ccccc1
32,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccc(cc1)N=Nc1ccccc1
33,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)C=Cc1ccccc1
34,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccc(cc1)C=Cc1ccccc1
35,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccc(cc1)C=Cc1ccccc1
36,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],C(Cc1ccccc1)c1ccccc1
37,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],C(Cc1ccccc1)c1ccccc1
38,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],C(Cc1ccccc1)c1ccccc1
39,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,C(Cc1ccccc1)c1ccccc1
40,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,C(Cc1ccccc1)c1ccccc1
41,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,C(Cc1ccccc1)c1ccccc1
42,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CSC1=C1SC=CS1
43,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CC=C1C1=CC=C(S1)C1=CC=CS1
44,C[NH2+]C,CNC1=NN2=C(C)C=N3N=C(S[Cu]23S1)Nc1ccc(cc1)S(=O)(=O)[O-],CS(C)=O
45,[nH+]1ccc(cc1c1ccccc1c1ccccc1c1[nH+]ccc(c1)c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,C1CCOC1
46,[nH+]1ccc(cc1c1ccccc1c1ccccc1c1[nH+]ccc(c1)c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,C1CCOC1
47,CCCCCCCCCCCC1=[NH+]c2ccccc2N1,Cc1ccc(cc1)S(=O)(=O)[O-],O
48,C[NH+](C)c1ccc(C)cc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
49,C[NH2+]c1ccccc1,Oc1cc(O)c(c2OC(=CC(=O)c12)c1ccccc1)S(=O)(=O)[O-],O
50,[NH2+]=C1Nc2cccc3cccc(N1)c23,Cc1ccc(cc1)S(=O)(=O)[O-],CO
51,CCC1=C2NC(=C1CC)c1[nH+]c(ccc1)C1=C(CC)C(=C(N1)c1cccc(n1)C1=CC=C(N1)c1[nH+]c2ccc1)CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl
52,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCO
53,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCCCCCO
54,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCC(CC)CO
55,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)(C)O
56,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)O
57,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCO
58,[NH3+]c1ccc(cc1)C(N)=[NH2+],OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
59,C[N+]1=NN(C=C1C1=CC=CN1)c1cc(cc(c1)C(C)(C)C)N1C=C([N+](=N1)C)C1=CC=CN1,COS(=O)(=O)[O-],CN(C)C=O
60,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
61,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)c1cccc(C(C)C)c1N
62,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COC(=O)c1ccccc1O
63,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1
64,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COc1cc(C=CC)ccc1O
65,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O
66,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc(C)c1N
67,[nH+]1cccc2ccc3cccnc3c12,Oc1c2Sc3cc(cc(Sc4cc(cc(Sc5cc(cc(Sc1cc(c2)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
68,[nH+]1cccc2ccc3cccnc3c12,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc1cc(c2)S(=O)(=O)[O-])c6O)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
69,[nH+]1cccc2ccc3cccnc3c12,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc1cc(c2)S(O)(=O)=O)c6O)S(O)(=O)=O)c5O)S(=O)(=O)[O-])c4O)S(O)(=O)=O)c3O)S(O)(=O)=O,O
70,N1C=[NH+]c2ccccc12,Oc1ccc(cc1C(=O)[O-])S(=O)(=O)[O-],O
71,N1C=[NH+]c2ccccc12,Oc1ccc(cc1C(=O)[O-])S(=O)(=O)[O-],O
72,[nH+]1cccc2ccc3cccnc3c12,OC(=O)c1ccc(cc1)S(=O)(=O)[O-],O
73,CC1=[NH+]C=CN1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
74,[NH2+]1CC[NH2+]CC1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
75,[NH2+]1CC[NH2+]CC1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
76,Cc1[nH+]c(C)ccc1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
77,[nH+]1ccc(cc1)C=Cc1cc[nH+]cc1,OC(=O)c1ccc(cc1)S(=O)(=O)[O-],O
78,[NH2+]1CC[NH2+]Cc2ccc(C[NH2+]CC[NH2+]CC[NH2+]Cc3ccc(C[NH2+]CC1)cc3)cc2,Cc1ccc(cc1)S(=O)(=O)[O-],O
79,C[N+]1=Nc2ccccc2C(=N1)Nc1ccc(C)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],O
80,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-]
81,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],O
82,Cl[Rh+]12(Cl)([NH2]c3ccccc3[P]1(c1ccccc1)c1ccccc1)[NH2]c1ccccc1[P]2(c1ccccc1)c1ccccc1,Cc1ccc(cc1)S(=O)(=O)[O-],CC#N
83,C1C[NH+]2CC[NH+]1CC2,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc1cc(c2)S(=O)(=O)[O-])c6O)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
84,CC(Cc1cccc(CC(C)=C(c2ccccc2)c2ccccc2)c1c1[nH+]cccc1)=C(c1ccccc1)c1ccccc1,Cc1ccc(cc1)S(=O)(=O)[O-],O
85,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],Cc1cc(C)c(C)c(C)c1
86,[NH3+]CC[NH3+],Cc1ccc(cc1)S(=O)(=O)[O-],O
87,[NH3+]CC[NH3+],Cc1ccc(cc1)S(=O)(=O)[O-],O
88,C[NH2+]C,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc7cc(cc(Cc8cc(cc(Cc9cc(cc(Cc1cc(c2)S(=O)(=O)[O-])c9O)S(=O)(=O)[O-])c8O)S(=O)(=O)[O-])c7O)S(=O)(=O)[O-])c6O)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],CN(C)C=O
89,[NH3+]CCC,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
90,[NH3+]C(C)C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
91,[NH3+]C(C)(C)C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
92,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
93,N1[NH+]=CC=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
94,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
95,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
96,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
97,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
98,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
99,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
100,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
101,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
102,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
103,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
104,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
105,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
106,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
107,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
108,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
109,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
110,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
111,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
112,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
113,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
114,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
115,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
116,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
117,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
118,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
119,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
120,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
121,[NH3+]c1ccc(Cc2ccc([NH3+])cc2)cc1,Oc1ccc(cc1C(=O)[O-])S(=O)(=O)[O-],O
122,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],N#N
123,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O
124,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O
125,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O
126,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=C=O
127,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=C=O
128,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=C=O
129,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O
130,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=C=O
131,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=C=O
132,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],[Xe]
133,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],[Xe]
134,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],[Xe]
135,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],[Xe]
136,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],[Xe]
137,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],C=O=C
138,C(NC1=C2[NH+]=CN=C2NC=N1)c1ccccc1,Oc1ccc(cc1C(=O)[O-])S(=O)(=O)[O-],CCO
139,Nc1[nH+]cnc2NC=[NH+]c12,Cc1ccc(cc1)S(=O)(=O)[O-],O
140,Cc1cc[nH+]c(N)c1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
141,Cc1[nH+]c2ccccc2cc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
142,C1CCC(CC1)NC1=C2N(C=Cc3ccccc23)C=[N+]1C1CCCCC1,Cc1ccc(cc1)S(=O)(=O)[O-],ClCCl
143,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccc2ccccc2c1
144,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O]
145,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O]
146,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1
147,NC1=NC2=NC(=[NH2+])NC3=NC(=[NH2+])N=C(N1)N23,CS(=O)(=O)[O-],O
148,[nH+]1ccc(cc1)c1cc[nH+]cc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
149,[nH+]1ccc(cc1)c1cc[nH+]cc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
150,NC(N)=[NH2+],Oc1ccc(cc1C(=O)[O-])S(=O)(=O)[O-],O
151,[nH+]1cccc2ccccc12,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
152,Nc1cccc2ccc[nH+]c12,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
153,C[NH2+]C,O=S(=O)([O-])c1c(cccc1c1ccccc1)c1ccccc1,O
154,[nH+]1ccccc1c1[nH+]cccc1,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)S(O)(=O)=O)c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(O)(=O)=O,O
155,[nH+]1ccc(cc1)c1cc[nH+]cc1,Oc1c2Sc3cc(cc(Sc4cc(cc(Sc5cc(cc(Sc1cc(c2)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
156,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],[OH2][Sn]([OH2])(Cl)(Cl)(Cl)Cl
157,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,O
158,[NH3+]CC[NH2+]CC[NH2+]CC[NH3+],Cc1ccc(cc1)S(=O)(=O)[O-],O
